Width,Height,Label
0.336,0.6949152542372882,tree
0.326,0.19612590799031476,bicycle
0.61,0.22760290556900725,guitar
0.516,0.20823244552058112,pencil
0.344,0.37530266343825663,clock
0.302,0.21307506053268765,car
0.224,0.08958837772397095,fish
0.196,0.3559322033898305,house
0.37,0.46246973365617433,tree
0.46,0.36561743341404357,bicycle
0.182,0.5932203389830508,guitar
0.088,0.5036319612590799,pencil
0.554,0.6658595641646489,clock
0.688,0.43825665859564167,car
0.476,0.1694915254237288,fish
0.27,0.5254237288135594,house
0.748,0.648910411622276,tree
0.606,0.4721549636803874,bicycle
0.682,0.2639225181598063,guitar
0.446,0.3196125907990315,pencil
0.37,0.46246973365617433,clock
0.364,0.1089588377723971,car
0.262,0.09200968523002422,fish
0.328,0.3559322033898305,house
0.46,0.513317191283293,tree
0.336,0.1864406779661017,bicycle
0.142,0.5520581113801453,guitar
0.158,0.13075060532687652,pencil
0.254,0.29782082324455206,clock
0.566,0.2324455205811138,car
0.504,0.25181598062953997,fish
0.35,0.48668280871670705,house
0.31,0.43099273607748184,tree
0.336,0.17191283292978207,bicycle
0.29,0.12590799031476999,guitar
0.006,0.3220338983050847,pencil
0.354,0.36077481840193704,clock
0.678,0.44552058111380144,car
0.522,0.4745762711864407,fish
0.426,0.34382566585956414,house
0.554,0.7506053268765133,tree
0.608,0.4188861985472155,bicycle
0.42,0.6101694915254238,guitar
0.448,0.6198547215496368,pencil
0.498,0.648910411622276,clock
0.712,0.48426150121065376,car
0.548,0.37772397094430993,fish
0.524,0.7457627118644068,house
0.552,0.7336561743341404,tree
0.524,0.5375302663438256,bicycle
0.602,0.6416464891041163,guitar
0.424,0.6707021791767555,pencil
0.448,0.5351089588377724,clock
0.638,0.47699757869249393,car
0.548,0.4552058111380145,fish
0.572,0.6077481840193705,house
0.436,0.9031476997578692,tree
0.598,0.5932203389830508,bicycle
0.652,0.6174334140435835,guitar
0.53,0.6731234866828087,pencil
0.574,0.6537530266343826,clock
0.574,0.2857142857142857,car
0.496,0.23486682808716708,fish
0.314,0.46246973365617433,house
0.744,0.6997578692493946,tree
0.464,0.2736077481840194,bicycle
0.442,0.576271186440678,guitar
0.444,0.5932203389830508,pencil
0.426,0.5351089588377724,clock
0.606,0.33171912832929784,car
0.506,0.2736077481840194,fish
0.542,0.4358353510895884,house
0.558,0.7651331719128329,tree
0.488,0.3922518159806295,bicycle
0.444,0.7796610169491526,guitar
0.386,0.612590799031477,pencil
0.318,0.35108958837772397,clock
0.21,0.23728813559322035,car
0.152,0.05084745762711865,fish
0.222,0.3341404358353511,house
0.658,0.585956416464891,tree
0.254,0.24939467312348668,bicycle
0.16,0.6585956416464891,guitar
0.038,0.3341404358353511,pencil
0.294,0.3922518159806295,clock
0.38,0.32929782082324455,car
0.334,0.1791767554479419,fish
0.296,0.5157384987893463,house
0.496,0.7699757869249395,tree
0.426,0.3801452784503632,bicycle
0.232,0.7360774818401937,guitar
0.174,0.42857142857142855,pencil
0.454,0.5641646489104116,clock
0.424,0.22276029055690072,car
0.328,0.22518159806295399,fish
0.338,0.32929782082324455,house
0.376,0.5447941888619855,tree
0.308,0.2542372881355932,bicycle
0.456,0.6779661016949152,guitar
0.366,0.41404358353510895,pencil
0.302,0.33171912832929784,clock
0.458,0.2639225181598063,car
0.288,0.14769975786924938,fish
0.32,0.5665859564164649,house
0.4,0.48668280871670705,tree
0.3,0.18159806295399517,bicycle
0.148,0.5181598062953995,guitar
0.006,0.19854721549636803,pencil
0.258,0.3414043583535109,clock
0.608,0.36561743341404357,car
0.632,0.2324455205811138,fish
0.63,0.5036319612590799,house
0.538,0.7651331719128329,tree
0.754,0.5956416464891041,bicycle
0.72,0.8256658595641646,guitar
0.302,0.4576271186440678,pencil
0.346,0.4188861985472155,clock
0.668,0.4043583535108959,car
0.542,0.4552058111380145,fish
0.686,0.7990314769975787,house
0.58,0.87409200968523,tree
0.6,0.4552058111380145,bicycle
0.546,0.6924939467312349,guitar
0.428,0.7627118644067796,pencil
0.466,0.5569007263922519,clock
0.552,0.23728813559322035,car
0.646,0.3486682808716707,fish
0.342,0.6464891041162227,house
0.514,0.7820823244552058,tree
0.602,0.3801452784503632,bicycle
0.684,0.2566585956416465,guitar
0.348,0.5084745762711864,pencil
0.606,0.6561743341404358,clock
0.222,0.387409200968523,fish
0.208,0.4043583535108959,house
0.296,0.5520581113801453,tree
0.312,0.19854721549636803,bicycle
0.512,0.1937046004842615,guitar
0.03,0.3341404358353511,pencil
0.69,0.22033898305084745,car
0.576,0.31476997578692495,fish
0.444,0.5084745762711864,house
0.652,0.8523002421307506,tree
0.52,0.3075060532687651,bicycle
0.628,0.801452784503632,guitar
0.424,0.4939467312348668,pencil
0.326,0.3728813559322034,clock
0.654,0.2687651331719128,car
0.496,0.23728813559322035,fish
0.54,0.648910411622276,house
0.618,0.7094430992736077,tree
0.618,0.38256658595641646,bicycle
0.652,0.4745762711864407,guitar
0.572,0.28329297820823246,pencil
0.368,0.39709443099273606,clock
0.476,0.2106537530266344,car
0.538,0.14769975786924938,fish
0.516,0.5302663438256658,house
0.16,0.31234866828087166,tree
0.394,0.17433414043583534,bicycle
0.574,0.585956416464891,guitar
0.304,0.4406779661016949,pencil
0.474,0.5084745762711864,clock
0.482,0.38498789346246975,car
0.496,0.24939467312348668,fish
0.42,0.45278450363196127,house
0.51,0.6682808716707022,tree
0.474,0.3922518159806295,bicycle
0.538,0.49878934624697335,guitar
0.516,0.7699757869249395,pencil
0.43,0.5665859564164649,clock
0.654,0.387409200968523,car
0.382,0.29539951573849876,fish
0.3,0.4067796610169492,house
0.106,0.7893462469733656,tree
0.318,0.21307506053268765,bicycle
0.336,0.8329297820823245,guitar
0.098,0.7288135593220338,pencil
0.414,0.4963680387409201,clock
0.624,0.34382566585956414,car
0.566,0.48668280871670705,fish
0.466,0.5447941888619855,house
0.388,0.5520581113801453,tree
0.534,0.3099273607748184,bicycle
0.526,0.39951573849878935,guitar
0.54,0.38498789346246975,pencil
0.364,0.34624697336561744,clock
0.756,0.46973365617433416,car
0.42,0.15012106537530268,fish
0.622,0.8619854721549637,house
0.608,0.8813559322033898,tree
0.54,0.5738498789346247,bicycle
0.63,0.20581113801452786,guitar
0.302,0.031476997578692496,pencil
0.43,0.4406779661016949,clock
0.314,0.15254237288135594,car
0.444,0.22033898305084745,fish
0.304,0.3728813559322034,house
0.516,0.6440677966101694,tree
0.37,0.26150121065375304,bicycle
0.442,0.5641646489104116,guitar
0.194,0.45278450363196127,pencil
0.312,0.37772397094430993,clock
0.724,0.576271186440678,car
0.482,0.2179176755447942,fish
0.448,0.6440677966101694,house
0.456,0.8668280871670703,tree
0.582,0.5326876513317191,bicycle
0.274,0.7167070217917676,guitar
0.506,0.6101694915254238,pencil
0.496,0.5786924939467313,clock
0.608,0.2566585956416465,car
0.36,0.31234866828087166,fish
0.46,0.4745762711864407,house
0.554,0.6585956416464891,tree
0.594,0.33171912832929784,bicycle
0.256,0.6368038740920097,guitar
0.294,0.5351089588377724,pencil
0.438,0.44552058111380144,clock
0.532,0.20581113801452786,car
0.452,0.23002421307506055,fish
0.562,0.27602905569007263,house
0.478,0.7530266343825666,tree
0.588,0.4213075060532688,bicycle
0.674,0.3268765133171913,guitar
0.406,0.43825665859564167,pencil
0.426,0.48184019370460046,clock
0.426,0.2857142857142857,car
0.372,0.39709443099273606,fish
0.544,0.5157384987893463,house
0.334,0.6682808716707022,tree
0.366,0.3583535108958838,bicycle
0.452,0.2324455205811138,guitar
0.48,0.09443099273607748,pencil
0.434,0.3801452784503632,clock
0.636,0.3365617433414044,car
0.624,0.22518159806295399,fish
0.426,0.5447941888619855,house
0.348,0.6319612590799032,tree
0.532,0.39709443099273606,bicycle
0.618,0.5932203389830508,guitar
0.522,0.41646489104116224,pencil
0.442,0.5181598062953995,clock
0.432,0.19612590799031476,car
0.344,0.2009685230024213,fish
0.348,0.49878934624697335,house
0.45,0.6779661016949152,tree
0.284,0.25907990314769974,bicycle
0.59,0.5302663438256658,guitar
0.332,0.4915254237288136,pencil
0.47,0.5423728813559322,clock
0.448,0.18886198547215496,car
0.54,0.3026634382566586,fish
0.566,0.6101694915254238,house
0.75,0.8062953995157385,tree
0.666,0.3728813559322034,bicycle
0.742,0.2857142857142857,guitar
0.166,0.5714285714285714,pencil
0.562,0.46246973365617433,clock
0.508,0.36803874092009686,car
0.346,0.10653753026634383,fish
0.474,0.18886198547215496,house
0.312,0.4963680387409201,tree
0.484,0.31476997578692495,bicycle
0.58,0.4116222760290557,guitar
0.192,0.3486682808716707,pencil
0.354,0.3583535108958838,clock
0.618,0.3728813559322034,car
0.446,0.2397094430992736,fish
0.516,0.7191283292978208,house
0.352,0.6319612590799032,tree
0.458,0.35108958837772397,bicycle
0.522,0.5738498789346247,guitar
0.426,0.18886198547215496,pencil
0.64,0.6900726392251816,clock
0.516,0.38256658595641646,car
0.388,0.23002421307506055,fish
0.556,0.8329297820823245,house
0.414,0.6755447941888619,tree
0.572,0.36803874092009686,bicycle
0.568,0.6949152542372882,guitar
0.476,0.6246973365617433,pencil
0.418,0.48184019370460046,clock
0.564,0.25907990314769974,car
0.51,0.2639225181598063,fish
0.61,0.6876513317191283,house
0.482,0.6610169491525424,tree
0.526,0.31234866828087166,bicycle
0.54,0.5738498789346247,guitar
0.082,0.6973365617433414,pencil
0.466,0.6101694915254238,clock
0.6,0.48184019370460046,car
0.59,0.33171912832929784,fish
0.472,0.5786924939467313,house
0.644,0.7723970944309927,tree
0.354,0.4188861985472155,bicycle
0.578,0.3341404358353511,guitar
0.164,0.6876513317191283,pencil
0.722,0.8983050847457628,clock
0.456,0.17675544794188863,car
0.482,0.3196125907990315,fish
0.366,0.48426150121065376,house
0.604,0.5472154963680388,tree
0.422,0.3728813559322034,bicycle
0.258,0.7046004842615012,guitar
0.63,0.7021791767554479,pencil
0.44,0.5980629539951574,clock
0.488,0.2639225181598063,car
0.312,0.29055690072639223,fish
0.254,0.4648910411622276,house
0.394,0.8353510895883777,tree
0.542,0.37772397094430993,bicycle
0.19,0.7820823244552058,guitar
0.08,0.6343825665859564,pencil
0.232,0.35351089588377727,clock
0.542,0.5302663438256658,car
0.368,0.2106537530266344,fish
0.228,0.5641646489104116,house
0.432,0.5835351089588378,tree
0.55,0.42857142857142855,bicycle
0.522,0.7772397094430993,guitar
0.15,0.6610169491525424,pencil
0.502,0.5326876513317191,clock
0.718,0.3268765133171913,car
0.656,0.1864406779661017,fish
0.666,0.6803874092009685,house
0.568,0.7142857142857143,tree
0.446,0.3196125907990315,bicycle
0.188,0.7263922518159807,guitar
0.506,0.585956416464891,pencil
0.51,0.26150121065375304,clock
0.534,0.21549636803874092,car
0.446,0.15012106537530268,fish
0.58,0.8111380145278451,house
0.73,0.9152542372881356,tree
0.288,0.16707021791767554,bicycle
0.264,0.8280871670702179,guitar
0.05,0.6198547215496368,pencil
0.4,0.6174334140435835,clock
0.534,0.3196125907990315,car
0.276,0.1016949152542373,fish
0.276,0.2711864406779661,house
0.346,0.4721549636803874,tree
0.34,0.2033898305084746,bicycle
0.49,0.24455205811138014,guitar
0.022,0.29539951573849876,pencil
0.182,0.11138014527845036,clock
0.312,0.14043583535108958,car
0.438,0.4552058111380145,fish
0.296,0.44552058111380144,house
0.72,0.774818401937046,tree
0.416,0.2784503631961259,bicycle
0.672,0.5230024213075061,guitar
0.458,0.288135593220339,pencil
0.298,0.29539951573849876,clock
0.718,0.48184019370460046,car
0.564,0.4067796610169492,fish
0.512,0.48426150121065376,house
0.54,0.774818401937046,tree
0.644,0.43825665859564167,bicycle
0.586,0.7723970944309927,guitar
0.556,0.7481840193704601,pencil
0.534,0.49878934624697335,clock
0.568,0.44794188861985473,car
0.37,0.45036319612590797,fish
0.386,0.45036319612590797,house
0.68,0.585956416464891,tree
0.528,0.3922518159806295,bicycle
0.462,0.6707021791767555,guitar
0.286,0.4261501210653753,pencil
0.352,0.3946731234866828,clock
0.38,0.24939467312348668,car
0.608,0.6464891041162227,fish
0.486,0.7336561743341404,house
0.578,0.7627118644067796,tree
0.458,0.48426150121065376,bicycle
0.522,0.43341404358353514,guitar
0.316,0.4939467312348668,pencil
0.416,0.5254237288135594,clock
0.458,0.4406779661016949,car
0.434,0.31234866828087166,fish
0.388,0.5302663438256658,house
0.54,0.8208232445520581,tree
0.47,0.6295399515738499,bicycle
0.58,0.6295399515738499,guitar
0.114,0.4067796610169492,clock
0.576,0.16707021791767554,car
0.44,0.12590799031476999,fish
0.32,0.46246973365617433,house
0.46,0.6464891041162227,tree
0.652,0.4915254237288136,bicycle
0.356,0.7627118644067796,guitar
0.42,0.45036319612590797,pencil
0.538,0.5786924939467313,clock
0.716,0.4406779661016949,car
0.566,0.2711864406779661,fish
0.764,0.7167070217917676,house
0.768,0.8498789346246973,tree
0.568,0.37772397094430993,bicycle
0.682,0.22760290556900725,guitar
0.374,0.014527845036319613,pencil
0.454,0.45036319612590797,clock
0.574,0.2711864406779661,car
0.41,0.24213075060532688,fish
0.308,0.46731234866828086,tree
0.342,0.23728813559322035,bicycle
0.288,0.35351089588377727,guitar
0.292,0.28329297820823246,pencil
0.31,0.20823244552058112,clock
0.51,0.1864406779661017,car
0.396,0.1162227602905569,fish
0.532,0.3341404358353511,house
0.278,0.4794188861985472,tree
0.55,0.29782082324455206,bicycle
0.122,0.4915254237288136,guitar
0.248,0.29055690072639223,pencil
0.238,0.27602905569007263,clock
0.398,0.16464891041162227,car
0.358,0.4648910411622276,fish
0.876,1,house
0.768,1,tree
0.822,0.8958837772397095,bicycle
0.316,0.8498789346246973,guitar
0.228,0.3268765133171913,pencil
0.422,0.6174334140435835,clock
0.588,0.48668280871670705,car
0.436,0.2542372881355932,fish
0.524,0.6828087167070218,house
0.34,0.6610169491525424,tree
0.518,0.4600484261501211,bicycle
0.416,0.6561743341404358,guitar
0.38,0.39951573849878935,pencil
0.47,0.6513317191283293,clock
0.404,0.16707021791767554,car
0.44,0.18886198547215496,fish
0.446,0.49878934624697335,house
0.404,0.6174334140435835,tree
0.462,0.387409200968523,bicycle
0.488,0.6295399515738499,guitar
0.31,0.4067796610169492,pencil
0.1,0.09443099273607748,clock
0.604,0.5036319612590799,car
0.492,0.22518159806295399,fish
0.538,0.6755447941888619,house
0.418,0.7142857142857143,tree
0.464,0.49878934624697335,bicycle
0.61,0.7191283292978208,guitar
0.46,0.5544794188861986,pencil
0.388,0.4430992736077482,clock
0.38,0.4261501210653753,clock
0.464,0.29539951573849876,car
0.488,0.21549636803874092,fish
0.424,0.576271186440678,house
0.636,0.738498789346247,tree
0.376,0.28087167070217917,bicycle
0.4,0.5278450363196125,guitar
0.064,0.6174334140435835,pencil
0.438,0.5326876513317191,clock
0.498,0.3486682808716707,car
0.45,0.22276029055690072,fish
0.428,0.5230024213075061,house
0.388,0.5690072639225182,tree
0.438,0.3026634382566586,bicycle
0.502,0.4116222760290557,guitar
0.27,0.44552058111380144,pencil
0.372,0.45036319612590797,clock
0.534,0.4019370460048426,car
0.464,0.29055690072639223,fish
0.354,0.4406779661016949,house
0.47,0.648910411622276,tree
0.562,0.4019370460048426,bicycle
0.494,0.4939467312348668,guitar
0.15,0.5254237288135594,pencil
0.296,0.41404358353510895,clock
0.658,0.3341404358353511,car
0.59,0.6949152542372882,fish
0.562,0.6101694915254238,house
0.414,0.5883777239709443,tree
0.496,0.288135593220339,bicycle
0.652,0.7869249394673123,guitar
0.548,0.6924939467312349,pencil
0.426,0.5205811138014528,clock
0.5,0.28087167070217917,car
0.452,0.423728813559322,fish
0.5,0.5665859564164649,house
0.65,0.6828087167070218,tree
0.42,0.3171912832929782,bicycle
0.42,0.6464891041162227,guitar
0.346,0.4939467312348668,pencil
0.456,0.41404358353510895,clock
0.7,0.3389830508474576,car
0.58,0.2179176755447942,fish
0.384,0.5012106537530266,house
0.792,0.6876513317191283,tree
0.472,0.43099273607748184,bicycle
0.728,0.3050847457627119,guitar
0.658,0.41404358353510895,pencil
0.344,0.324455205811138,clock
0.414,0.22276029055690072,car
0.47,0.17433414043583534,fish
0.508,0.4963680387409201,house
0.482,0.5956416464891041,tree
0.494,0.3414043583535109,bicycle
0.632,0.23002421307506055,guitar
0.502,0.4213075060532688,pencil
0.314,0.31476997578692495,clock
0.354,0.22276029055690072,car
0.442,0.2566585956416465,fish
0.344,0.46731234866828086,house
0.276,0.49878934624697335,tree
0.442,0.559322033898305,bicycle
0.196,0.5157384987893463,guitar
0.052,0.3268765133171913,pencil
0.26,0.3414043583535109,clock
0.628,0.2639225181598063,car
0.218,0.1549636803874092,fish
0.198,0.31476997578692495,house
0.626,0.6343825665859564,tree
0.402,0.2929782082324455,bicycle
0.286,0.2542372881355932,guitar
0.16,0.13559322033898305,pencil
0.274,0.31234866828087166,clock
0.622,0.37772397094430993,car
0.332,0.20581113801452786,fish
0.664,0.6755447941888619,house
0.346,0.612590799031477,tree
0.57,0.3559322033898305,bicycle
0.352,0.4939467312348668,guitar
0.318,0.4116222760290557,pencil
0.384,0.4963680387409201,clock
0.394,0.23486682808716708,car
0.208,0.08716707021791767,fish
0.492,0.4019370460048426,house
0.43,0.7312348668280871,tree
0.326,0.17191283292978207,bicycle
0.484,0.17191283292978207,guitar
0.156,0.14769975786924938,pencil
0.364,0.37772397094430993,clock
0.262,0.5205811138014528,car
0.412,0.2397094430992736,fish
0.438,0.30024213075060535,house
0.56,0.6368038740920097,tree
0.39,0.2542372881355932,bicycle
0.634,0.26150121065375304,guitar
0.224,0.4188861985472155,pencil
0.312,0.3728813559322034,clock
0.57,0.2687651331719128,car
0.458,0.45036319612590797,fish
0.348,0.5520581113801453,house
0.518,0.8280871670702179,tree
0.604,0.4891041162227603,bicycle
0.714,0.7893462469733656,guitar
0.396,0.4261501210653753,pencil
0.452,0.5472154963680388,clock
0.536,0.2469733656174334,car
0.532,0.21307506053268765,fish
0.414,0.585956416464891,house
0.508,0.7046004842615012,tree
0.342,0.3389830508474576,bicycle
0.536,0.5883777239709443,guitar
0.518,0.48668280871670705,pencil
0.456,0.41404358353510895,clock
0.522,0.21307506053268765,car
0.352,0.2009685230024213,fish
0.292,0.35108958837772397,house
0.222,0.48668280871670705,tree
0.38,0.29782082324455206,bicycle
0.424,0.4552058111380145,guitar
0.408,0.4019370460048426,pencil
0.266,0.31234866828087166,clock
0.458,0.5060532687651331,car
0.57,0.5569007263922519,fish
0.57,0.7602905569007264,house
0.65,0.8716707021791767,tree
0.628,0.6610169491525424,bicycle
0.716,0.8910411622276029,guitar
0.636,0.7675544794188862,pencil
0.6,0.7772397094430993,clock
0.666,0.46246973365617433,car
0.384,0.24939467312348668,fish
0.534,0.6174334140435835,house
0.478,0.6150121065375302,tree
0.426,0.4188861985472155,bicycle
0.498,0.559322033898305,guitar
0.498,0.2009685230024213,pencil
0.352,0.4116222760290557,clock
0.49,0.18159806295399517,car
0.456,0.1549636803874092,fish
0.308,0.4067796610169492,house
0.65,0.6368038740920097,tree
0.364,0.2033898305084746,bicycle
0.122,0.5230024213075061,guitar
0.044,0.6464891041162227,pencil
0.404,0.45278450363196127,clock
0.722,0.5084745762711864,car
0.518,0.2784503631961259,fish
0.62,0.48668280871670705,house
0.318,0.6997578692493946,tree
0.676,0.7723970944309927,bicycle
0.31,0.5084745762711864,guitar
0.324,0.3728813559322034,pencil
0.498,0.7191283292978208,clock
0.346,0.4600484261501211,car
0.6,0.16707021791767554,fish
0.612,0.6271186440677966,house
0.47,0.7409200968523002,tree
0.494,0.4188861985472155,bicycle
0.25,0.8208232445520581,guitar
0.036,0.7070217917675545,pencil
0.5,0.5980629539951574,clock
0.726,0.39951573849878935,car
0.378,0.3220338983050847,fish
0.542,0.5835351089588378,house
0.414,0.6416464891041163,tree
0.304,0.3050847457627119,bicycle
0.26,0.7094430992736077,guitar
0.068,0.43341404358353514,pencil
0.406,0.5544794188861986,clock
0.692,0.5230024213075061,car
0.644,0.32929782082324455,fish
0.492,0.48426150121065376,house
0.664,0.6610169491525424,tree
0.494,0.3365617433414044,bicycle
0.542,0.7021791767554479,guitar
0.392,0.423728813559322,pencil
0.262,0.24939467312348668,clock
0.668,0.21307506053268765,car
0.532,0.324455205811138,fish
0.74,0.3389830508474576,house
0.646,0.5060532687651331,tree
0.59,0.4963680387409201,bicycle
0.284,0.8353510895883777,guitar
0.606,0.7433414043583535,pencil
0.534,0.5690072639225182,clock
0.394,0.27602905569007263,car
0.514,0.4261501210653753,fish
0.37,0.5375302663438256,house
0.38,0.5811138014527845,tree
0.42,0.30024213075060535,bicycle
0.602,0.4939467312348668,guitar
0.354,0.559322033898305,pencil
0.376,0.4939467312348668,clock
0.454,0.14769975786924938,car
0.36,0.29055690072639223,fish
0.564,0.5423728813559322,house
0.21,0.4915254237288136,tree
0.49,0.3220338983050847,bicycle
0.514,0.639225181598063,guitar
0.574,0.14043583535108958,pencil
0.316,0.4116222760290557,clock
0.512,0.3728813559322034,car
0.39,0.21307506053268765,fish
0.388,0.6707021791767555,tree
0.248,0.2639225181598063,bicycle
0.538,0.5980629539951574,guitar
0.07,0.6077481840193705,pencil
0.478,0.5181598062953995,clock
0.596,0.3704600484261501,car
0.562,0.27602905569007263,fish
0.434,0.6731234866828087,tree
0.456,0.4261501210653753,bicycle
0.54,0.7554479418886199,guitar
0.4,0.5375302663438256,pencil
0.468,0.6198547215496368,clock
0.548,0.1937046004842615,car
0.558,0.324455205811138,fish
0.426,0.44794188861985473,house
0.588,0.7239709443099274,tree
0.574,0.3922518159806295,bicycle
0.74,0.3099273607748184,guitar
0.432,0.46246973365617433,pencil
0.27,0.3171912832929782,clock
0.53,0.43825665859564167,car
0.524,0.41404358353510895,fish
0.414,0.5932203389830508,house
0.388,0.6246973365617433,tree
0.528,0.6295399515738499,bicycle
0.43,0.6707021791767555,guitar
0.358,0.4648910411622276,pencil
0.322,0.3946731234866828,clock
0.482,0.5254237288135594,tree
0.51,0.35351089588377727,bicycle
0.348,0.5278450363196125,guitar
0.068,0.42857142857142855,pencil
0.336,0.4019370460048426,clock
0.422,0.26634382566585957,car
0.498,0.3196125907990315,fish
0.542,0.7239709443099274,house
0.502,0.7167070217917676,tree
0.36,0.28087167070217917,bicycle
0.518,0.5932203389830508,guitar
0.484,0.6949152542372882,pencil
0.49,0.5811138014527845,clock
0.666,0.31476997578692495,car
0.338,0.31476997578692495,fish
0.47,0.5423728813559322,house
0.49,0.711864406779661,tree
0.442,0.5472154963680388,bicycle
0.538,0.6053268765133172,guitar
0.186,0.31476997578692495,pencil
0.418,0.29539951573849876,clock
0.652,0.324455205811138,car
0.622,0.3922518159806295,fish
0.49,0.6416464891041163,house
0.582,0.7651331719128329,tree
0.522,0.34382566585956414,bicycle
0.452,0.7772397094430993,guitar
0.306,0.4576271186440678,pencil
0.344,0.3898305084745763,clock
0.242,0.17191283292978207,car
0.346,0.21307506053268765,fish
0.53,0.6537530266343826,house
0.648,0.774818401937046,tree
0.446,0.31476997578692495,bicycle
0.49,0.43341404358353514,guitar
0.43,0.5399515738498789,pencil
0.336,0.36077481840193704,clock
0.726,0.26150121065375304,car
0.576,0.23486682808716708,fish
0.412,0.8062953995157385,house
0.516,0.7966101694915254,tree
0.598,0.44552058111380144,bicycle
0.544,0.16707021791767554,guitar
0.15,0.711864406779661,pencil
0.462,0.43341404358353514,clock
0.41,0.6004842615012107,car
0.574,0.6513317191283293,fish
0.416,0.5956416464891041,house
0.566,0.6537530266343826,tree
0.476,0.3220338983050847,bicycle
0.354,0.2033898305084746,guitar
0.45,0.3583535108958838,pencil
0.338,0.49878934624697335,clock
0.43,0.17433414043583534,car
0.588,0.13075060532687652,fish
0.496,0.6731234866828087,house
0.482,0.6658595641646489,tree
0.524,0.46246973365617433,bicycle
0.32,0.6319612590799032,guitar
0.058,0.7602905569007264,pencil
0.414,0.4915254237288136,clock
0.598,0.2736077481840194,car
0.3,0.10653753026634383,fish
0.708,0.8668280871670703,house
0.682,0.7893462469733656,tree
0.41,0.36077481840193704,bicycle
0.286,0.5980629539951574,guitar
0.396,0.5714285714285714,pencil
0.388,0.3922518159806295,clock
0.668,0.21307506053268765,car
0.526,0.23002421307506055,fish
0.488,0.639225181598063,house
0.434,0.6004842615012107,tree
0.524,0.47699757869249393,bicycle
0.278,0.6101694915254238,guitar
0.196,0.5932203389830508,pencil
0.574,0.7046004842615012,clock
0.372,0.29055690072639223,car
0.288,0.0847457627118644,fish
0.186,0.29782082324455206,house
0.756,0.46246973365617433,tree
0.398,0.3801452784503632,bicycle
0.17,0.5278450363196125,guitar
0.092,0.3704600484261501,pencil
0.214,0.2397094430992736,clock
0.262,0.23002421307506055,car
0.314,0.0774818401937046,fish
0.406,0.37530266343825663,house
0.226,0.34382566585956414,tree
0.29,0.22033898305084745,bicycle
0.412,0.12832929782082325,guitar
0.136,0.3220338983050847,pencil
0.298,0.2929782082324455,clock
0.656,0.29055690072639223,car
0.572,0.43341404358353514,fish
0.618,0.6077481840193705,house
0.556,0.7360774818401937,tree
0.636,0.4891041162227603,bicycle
0.46,0.5520581113801453,guitar
0.408,0.5060532687651331,pencil
0.474,0.44552058111380144,clock
0.492,0.25181598062953997,car
0.442,0.17191283292978207,fish
0.672,0.8111380145278451,house
0.356,0.3922518159806295,tree
0.474,0.37772397094430993,bicycle
0.352,0.6682808716707022,guitar
0.1,0.5278450363196125,pencil
0.288,0.28087167070217917,clock
0.32,0.17433414043583534,car
0.604,0.6368038740920097,fish
0.624,0.3075060532687651,house
0.672,0.7772397094430993,tree
0.51,0.4745762711864407,bicycle
0.686,0.784503631961259,guitar
0.566,0.7554479418886199,pencil
0.478,0.559322033898305,clock
0.614,0.3704600484261501,car
0.444,0.2106537530266344,fish
0.342,0.3922518159806295,house
0.488,0.711864406779661,tree
0.584,0.3414043583535109,bicycle
0.586,0.585956416464891,guitar
0.154,0.28087167070217917,pencil
0.66,0.8111380145278451,clock
0.628,0.23486682808716708,car
0.238,0.1234866828087167,fish
0.138,0.3365617433414044,house
0.366,0.44794188861985473,tree
0.31,0.25907990314769974,bicycle
0.43,0.2106537530266344,guitar
0.448,0.19612590799031476,pencil
0.504,0.7360774818401937,clock
0.696,0.2009685230024213,car
0.422,0.22276029055690072,fish
0.622,0.5423728813559322,house
0.586,0.847457627118644,tree
0.636,0.44552058111380144,bicycle
0.716,0.3365617433414044,guitar
0.054,0.34624697336561744,pencil
0.446,0.6343825665859564,clock
0.65,0.36077481840193704,car
0.508,0.24939467312348668,fish
0.59,0.6004842615012107,house
0.536,0.7288135593220338,tree
0.61,0.48426150121065376,bicycle
0.61,0.3414043583535109,guitar
0.436,0.4213075060532688,pencil
0.612,0.6150121065375302,clock
0.592,0.4552058111380145,car
0.464,0.14527845036319612,fish
0.59,0.4939467312348668,house
0.338,0.6004842615012107,tree
0.466,0.2542372881355932,bicycle
0.52,0.5472154963680388,guitar
0.138,0.5786924939467313,pencil
0.324,0.3268765133171913,clock
0.66,0.22033898305084745,car
0.486,0.09927360774818401,fish
0.504,0.6222760290556901,house
0.276,0.5108958837772397,tree
0.414,0.324455205811138,bicycle
0.666,0.18159806295399517,guitar
0.034,0.585956416464891,pencil
0.452,0.559322033898305,clock
0.644,0.19612590799031476,car
0.59,0.4116222760290557,fish
0.688,0.5690072639225182,house
0.544,0.7554479418886199,tree
0.562,0.42857142857142855,bicycle
0.702,0.21307506053268765,guitar
0.218,0.6924939467312349,pencil
0.578,0.6731234866828087,clock
0.444,0.18401937046004843,car
0.48,0.22760290556900725,fish
0.35,0.5108958837772397,house
0.306,0.5012106537530266,tree
0.306,0.25181598062953997,bicycle
0.42,0.576271186440678,guitar
0.282,0.4648910411622276,pencil
0.338,0.3922518159806295,clock
0.332,0.22276029055690072,car
0.3,0.16707021791767554,fish
0.468,0.6876513317191283,house
